ID,name,remarks,country_code,city,postal,street
6b2afb16-1b9c-4c72-ace0-cecf73f36afb,Kuvalis-Hilll,Ref: 396-67-8978,RS,Hrtkovci,,7016 Eastlawn Trail
27b1136d-c246-4e89-89e6-f6274be22b0d,Streich Inc,Ref: 021-53-1490,ID,Mombok,,5747 Harper Parkway
7d320b5a-697d-4bee-8e21-0c566f1a8a5f,"Hackett, Veum and Nolan",Ref: 074-63-0230,CN,Yangqing,,3 Mandrake Pass
41a7f6f4-56da-4231-947c-f505399d9813,Marquardt-Simonis,Ref: 411-33-4216,JP,Chichibu,369-1872,34 Ridgeview Court
1196ea3c-4725-44b3-bbb9-f462d962bdb2,Koepp Group,Ref: 436-54-1625,CN,Meilong,,7 Grasskamp Junction
3d0a6ac9-4770-4400-932f-c3bb3551ab33,Smith Inc,Ref: 989-94-2639,CN,Tanniu,,17050 Hooker Avenue
3c87459d-0210-4ccd-8557-971b066b17de,"Kirlin, Goldner and Muller",Ref: 695-24-6962,PS,Kafr Thulth,,169 Shoshone Place
c92797c1-62ce-4388-bba8-8189a9770e60,Walter LLC,Ref: 222-51-2341,RU,L’vovskiy,142390,12 Schiller Avenue
e1992fb8-b5b9-4c8f-bc20-1e9e07e784c8,"Heidenreich, Pfannerstill and Hickle",Ref: 662-77-9685,XK,Gjilan,,039 Rigney Drive
da42955e-3179-4818-90f9-2cc06fb7607e,"Borer, Heidenreich and Goodwin",Ref: 268-85-8281,ID,Watubura,,4729 Portage Alley
1da8369c-a34e-4579-beae-0f88192cdb96,Stracke and Sons,Ref: 425-53-8345,MX,Benito Juarez,35180,2995 Crownhardt Lane
cb09f81c-cbeb-4a70-8861-f5ed500544c8,Mraz-Gerlach,Ref: 864-54-6737,UA,Pavlysh,,35464 Prairieview Circle
56087e53-33e1-4339-b527-9745e70a2104,Ritchie-Bins,Ref: 697-28-3407,ID,Babakansari,,58 Fallview Park
4395e13e-3a9b-4af5-8183-51db6988c5d6,Cartwright-Klocko,Ref: 784-32-0566,IL,Safed,,1 Butternut Center
70d112cd-e9a9-4012-9215-da80ea21208b,Crist Inc,Ref: 262-95-6619,PY,San Pedro de Ycuamandiyú,,6 Pine View Court
9a26dcb3-1b34-4b0a-a12d-3d1fe8a2918f,"Witting, Okuneva and Lehner",Ref: 698-03-3600,JP,Hatogaya-honchō,336-0036,9947 1st Pass
1bebd96b-3398-4847-b1d9-484ee1a43797,Mosciski and Sons,Ref: 222-52-0085,CN,Daliyuan,,18937 Vidon Hill
e947da82-6632-4c30-bca7-b06ad808a472,Toy Group,Ref: 014-18-1333,UA,Stari Kuty,,165 Algoma Road
976d7182-78b4-4056-9a79-69120b392e3a,Cummings-Goodwin,Ref: 649-15-4056,ZA,Prince Albert,6932,7 Marcy Avenue
5028b885-d7c0-4dd1-8b82-0e157936a050,Pagac-Schmeler,Ref: 723-95-0032,SE,Kristianstad,291 81,8 Caliangt Center
e7b60143-6a9e-4b9a-8212-8b2f980214e2,Simonis-Schowalter,Ref: 224-15-6334,PK,Nasīrābād,77020,13 Lakeland Court
e63b155e-8f12-4d18-9741-35ce6d169aee,Wiza LLC,Ref: 063-76-9887,JP,Tokuyama,526-0212,93707 Drewry Road
2b8dbbd7-0b24-484b-af36-0a3280ca4b2f,Reynolds and Sons,Ref: 258-51-2389,ID,Somorpenang,,6 Elka Alley
a6fc1653-4670-4b93-8a47-90c6180f9fb2,Effertz Inc,Ref: 291-27-0394,AL,Ersekë,,94 Weeping Birch Park
55240e9c-878a-49ac-916a-1a0902951039,Borer Group,Ref: 403-14-9709,SN,Sémé,,34604 Green Center
51650253-c22a-40a6-a8d1-8afd7f43255a,"Boyer, Kilback and Kuhic",Ref: 530-52-4019,RU,Ostankinskiy,901993,8828 Armistice Junction
213346ab-d063-496a-9e93-cbc9762c7e02,Rempel LLC,Ref: 266-62-8467,ID,Ngancar,,6747 Meadow Vale Terrace
f7b0c2dd-a4bb-4553-a87b-efb4d9cda9b0,"Heaney, McClure and Rath",Ref: 130-08-6821,LY,Hūn,,670 Hoard Court
183fd3a2-f160-4cdf-8a9a-67e677f50340,Bednar Group,Ref: 835-04-1708,ES,Cadiz,11005,0337 Prairie Rose Plaza
08962cd9-bd95-43fb-a97d-054e8c34a1fc,Shields LLC,Ref: 958-35-6621,LI,Balzers,9496,8 Washington Drive
770d783b-0a52-4506-b4df-c40dd9e2399f,Batz Group,Ref: 915-67-5547,ID,Kubang,,56783 Meadow Vale Park
0e2bd097-a25d-4528-bf39-d3cb3cab9e52,Greenfelder-Windler,Ref: 308-54-9750,GR,Chlói,,5 Troy Park
8cee280a-d85d-46a1-9a34-fb19481ea4d3,Gusikowski-Fahey,Ref: 825-32-0835,ID,Bedayutalang,,7 Kedzie Crossing
0fc2014e-5f16-4a88-84c6-47ca570728fa,Pacocha LLC,Ref: 575-63-9654,RU,Komsomolsk-on-Amur,681008,20 Gina Drive
c138ebfa-2956-4c66-a533-4fdf39b2c8f8,"Boyer, Wuckert and Shields",Ref: 522-26-4835,BR,Presidente Dutra,65760-000,4 Blue Bill Park Pass
0f7167f3-8058-4802-9a24-fd42350f8f8c,"Beier, D'Amore and Ebert",Ref: 448-16-4733,PH,Tinalmud,1531,59317 Porter Court
ae27c349-d5f4-4caa-a086-42e0df96e8fa,"Langosh, Gleichner and Frami",Ref: 085-84-3326,CN,Jiufeng,,78134 Valley Edge Plaza
d5b39a70-7a14-4ca2-a02c-3a6dd4c53568,"Bartoletti, Hahn and Fritsch",Ref: 033-48-9569,PH,Buliran Segundo,3109,393 Melody Park
1c5b71fc-e4b9-45b7-98cc-bba51c5043c3,"Ruecker, Mayer and Hahn",Ref: 764-58-2591,PA,Sioguí Arriba,,3071 Continental Drive
631cff2b-304b-45b2-ace3-0960b152dd4e,"Block, Carroll and Greenholt",Ref: 693-76-1639,JP,Owase,519-3674,9 1st Lane
14c5db59-6604-446b-ab11-97f4e9f16c58,O'Keefe LLC,Ref: 542-20-0524,ID,Ceper,,843 Ridgeview Road
b97d8333-5c19-4a09-a8e5-b6b1df7e7d10,"Bergnaum, Gottlieb and Goyette",Ref: 149-26-0040,UA,Uralo-Kavkaz,,85 Miller Drive
3fce4af7-1d08-44fa-90b5-f6601ede3c84,Quitzon-Nikolaus,Ref: 168-89-2103,PL,Nowogard,72-203,1 Sachtjen Parkway
7d198260-7e97-4bc1-a64f-79d0bb3c3b8f,Ledner Group,Ref: 518-94-4414,RU,Bograd,655340,32 Johnson Court
0af8ed34-1292-4a0a-8d14-3ba1681a3469,Kautzer Group,Ref: 523-78-8557,SD,Al Mijlad,,5 Warner Alley
3bed95d5-1542-41be-848f-a866a9f6d732,Barton Inc,Ref: 483-52-9468,CN,Xiangdong,,18 Crescent Oaks Terrace
06b5d2f5-7c5c-4426-8542-28ea5bed9ff9,"Nader, Lemke and Lesch",Ref: 935-56-5719,ID,Rukem,,47 Randy Place
04966e30-ec07-43b2-810b-8cee3954cf8a,Kreiger and Sons,Ref: 170-08-4516,PE,Chojata,,70 Bultman Terrace
8933ee5a-6680-45ce-bea5-0eb6c16cd7b1,"Boyer, Kunze and Will",Ref: 439-60-0133,SE,Täby,183 55,8381 Heath Park
8b9ac8c7-edb1-45d2-88fd-f3e5ac2250f6,Morar LLC,Ref: 610-81-3307,PT,Casa Nova,4600-741,4855 Kropf Pass
e53b6aac-b710-4b8c-a324-ef4ad4686d0f,Price Inc,Ref: 604-30-1864,ID,Tonjongsari,,2 Mandrake Lane
17953986-c25b-4e0c-8b0a-c38556ebd474,"Hirthe, Heidenreich and Greenholt",Ref: 373-58-8520,US,Sacramento,95833,649 Maryland Pass
d89af960-62af-47a6-8abb-ff0de0ca6b55,"Kassulke, Bogisich and Torp",Ref: 300-79-6524,CA,Château-Richer,B3H,45 Jackson Park
37bc4654-415a-4e55-a775-e72c94abc26a,Reynolds-Spencer,Ref: 166-74-5319,EC,Machachi,,7238 5th Way
a8adbff8-0926-47e8-a1bd-1cbfa9181420,Ziemann and Sons,Ref: 904-75-8138,ID,Paojan,,55 Dunning Street
35a64704-2659-431c-b416-16dbde204a55,"Ledner, Miller and Altenwerth",Ref: 156-92-5442,PL,Gózd,26-634,082 Pawling Parkway
540fb9b9-c1f8-4589-ac2d-c839f80282c2,Schinner-Murphy,Ref: 528-84-1079,CN,Nanxinxiang,,16464 Chive Place
efa752b7-cf33-4125-9fe8-2767940a06b6,Champlin-Johnston,Ref: 148-35-2041,CN,Fengmu,,03823 Myrtle Road
27121ee8-594e-4e0f-9b4b-7aa122b717e9,"Barrows, Baumbach and Gutmann",Ref: 535-13-7278,CN,Jiangshi,,760 Commercial Way
f03623c4-1bc4-47fc-873c-d32c7fcefe22,Stark-Crona,Ref: 908-60-2268,ID,Brongkah,,84 Main Pass
cd1daa3a-773c-44ca-a779-3c1b19d635ee,Balistreri Group,Ref: 050-11-9436,PE,Yuracyacu,,9263 Fremont Point
97682fcf-521e-4387-8cd7-ab0b31f25b02,King-Dibbert,Ref: 914-84-0827,TH,Phutthaisong,31120,69 Forster Alley
9cba5dd8-387e-4d2d-86e8-f5d4396d713d,Stark Group,Ref: 225-11-2214,CN,Zhoupu,,7 Hagan Trail
80b91423-11c6-41cc-9703-e87aeab307ca,"Hartmann, Champlin and Herzog",Ref: 743-39-8979,CN,Dadong’ao,,769 Karstens Junction
bfa7c249-b764-4f56-854a-b69005c327d1,Schamberger-Kirlin,Ref: 878-83-1115,PL,Świętochłowice,41-608,48 Farwell Street
c2056899-9cb1-4da1-a0ef-83bdd480c412,Erdman-Reichert,Ref: 722-09-8530,ID,Kubang,,74 Briar Crest Hill
8ace8a0e-a594-4ab4-adaa-fae013f4dc83,"Beatty, Cronin and Grady",Ref: 245-41-6901,CN,Motge,,4 Stone Corner Drive
c4ab2d65-3e97-47dc-9989-01fafc39d556,Dickens-Dach,Ref: 948-62-2880,ID,Ciela Lebak,,8085 Independence Hill
47f094a8-34be-4327-a09a-aa5f3338068e,Streich-Carroll,Ref: 006-50-1434,TH,Ban Chalong,66110,9293 Schurz Trail
c540c26f-b8ac-46bd-8438-e9303910ec3f,"Lakin, Barrows and Goodwin",Ref: 475-32-9662,NO,Hønefoss,3519,6166 Pankratz Trail
6270bffb-1535-408b-993b-6e4848aa560f,West-Williamson,Ref: 793-97-8585,JP,Shinjō,999-5313,09824 Huxley Street
e8ebaf95-6127-45ea-bd1d-e307c04a76f9,"Crooks, Maggio and Hickle",Ref: 439-80-7608,BR,Serra,29160-000,282 Swallow Point
512c1c23-afdf-4f3b-8c47-19fb6aede5f3,Graham Group,Ref: 496-07-5035,RU,Nyagan,628189,8618 1st Alley
d39443ea-8bad-4d95-8e95-f9900bd1ba49,Koepp-Schneider,Ref: 757-99-1136,ID,Wanasari Baleran,,23 Haas Pass
dd2bdc57-6530-4012-8c96-c361aad147db,"Gerhold, Schoen and Emmerich",Ref: 110-75-1255,FR,Paris 14,75669 CEDEX 14,67 Sullivan Alley
41bc90ef-17d5-4bc1-ad95-4956bcf47048,"Crooks, Bahringer and Stroman",Ref: 994-83-7528,SE,Åmål,662 33,1 Londonderry Drive
7896fd5c-8a44-4cb1-988a-614fdfbaa611,Orn and Sons,Ref: 197-73-0958,ID,Banjarmasin,,22 Troy Parkway
530ebe5a-c858-4b7b-8273-ff30862aa95b,Beatty-Davis,Ref: 055-06-9266,PT,Vagos,3840-386,5761 Killdeer Court
94073303-d4e4-45be-9d69-f27fc7580be8,"Gleichner, Metz and Mitchell",Ref: 408-19-2192,JP,Gifu-shi,504-0968,012 Hanson Pass
b6e21528-453d-4e30-8301-056cad57b70b,"Leuschke, Tremblay and Farrell",Ref: 007-03-7120,CZ,Volary,384 51,6400 Swallow Alley
15b23259-f27a-43a3-bad2-4fb6cff90f6b,"Toy, Upton and Frami",Ref: 770-49-5254,MG,Ankazoabo,,76867 Sunfield Center
2b4315a9-571b-418b-96cf-6e241383a0fc,Rowe and Sons,Ref: 554-45-3886,UA,Dihtyari,,900 Atwood Point
87186304-67bc-4577-90f9-23287c73d31c,"Hegmann, Balistreri and Bauch",Ref: 743-54-2907,CN,Sheli,,7 Debs Lane
8a416b72-cae6-490f-b084-7d68b21acb4d,McLaughlin-Terry,Ref: 081-27-1223,AM,Bartsrashen,,86351 Lukken Center
7d05dc6a-c994-4e96-85af-d6ee8ad20226,"Thompson, Dach and Dicki",Ref: 675-41-5055,CN,Tianxing,,1 Dakota Court
e843c3ae-80bb-4aa2-bdda-d47ed26970b9,Johns and Sons,Ref: 685-29-7390,CN,Dalazi,,0 Ridge Oak Parkway
b7849a1c-05af-4614-a856-930f51ba0505,Trantow-Harris,Ref: 548-20-6986,PT,Cavadas,4505-569,487 Clarendon Road
fb5827d3-fed4-46dd-9843-ee23cd2f3328,Ryan and Sons,Ref: 859-93-4305,ID,Duwaktenggi,,605 Oak Road
505744e1-5cf9-4aa4-b320-54f1ed7382c9,Bernier Inc,Ref: 619-08-8495,PE,Usquil,,4546 Eagan Street
1c210d7d-5a0c-4fd1-a690-de0c54e4629e,Lakin-Marquardt,Ref: 598-64-9824,BR,Paragominas,68625-000,50 Sutteridge Junction
21daa980-7198-4f99-bd08-bb3cefb8eb8a,"Kovacek, Schneider and Schuppe",Ref: 504-98-9000,BD,Barisāl,8206,82563 Little Fleur Lane
a187352b-77fd-42a2-9e62-e22876d0352c,Brown and Sons,Ref: 249-22-4583,PH,Halayhayin,4010,3 Forster Junction
59ba396c-50ff-486a-b013-a7f36dbccd3b,Crooks LLC,Ref: 396-06-6896,CN,Zhaowu,,2681 Hoard Center
ece6f1b6-c037-442e-ab19-54c6d9558327,"Russel, Williamson and Prohaska",Ref: 457-09-7078,PE,Querecotillo,,6415 Linden Hill
55ee8069-fa1b-4db4-a8ad-77ada77306c9,Jacobi Inc,Ref: 046-06-0665,CN,Gaojian,,94573 Little Fleur Court
efeefe8f-56be-450e-b00c-17bf66c059ec,Goodwin-Halvorson,Ref: 838-01-7186,NI,Tisma,,24766 Hovde Trail
a1091118-f855-4412-8e7e-3756e6edce99,Kunze Inc,Ref: 354-37-4203,PH,Makati City,1699,095 Troy Center
6363e068-2778-44f8-ae58-cb6262377796,Hirthe Group,Ref: 033-03-3339,RU,Zhiryatino,242030,0 Kropf Park
a929c6ac-f374-4904-a21d-80a6faa677d0,Towne-Botsford,Ref: 530-90-4764,PL,Podwilk,34-722,5991 Vermont Alley
884b2ad5-3201-4f5d-bb03-df77950f3f50,"Miller, Hoeger and Paucek",Ref: 829-05-1720,KR,Daegu,,23546 Lakeland Way
f687341b-f452-4dc2-a323-0ef89bd3ba2a,Reynolds Inc,Ref: 471-83-6470,FR,Toulouse,31201 CEDEX 2,522 Alpine Hill
59deb6cc-6761-4348-b92d-e7c027b9dca4,Pouros and Sons,Ref: 587-01-0231,PE,Quellouno,,94 Orin Point
3500e97e-d37a-4fd8-af3d-9a7b7258c23f,Breitenberg and Sons,Ref: 717-94-3158,PT,Alfeizerão,2460-105,36 Daystar Way
22d0772a-a7ac-4d53-8900-910df5946fe1,Bartell and Sons,Ref: 593-52-1461,PH,Manacsac,4332,75517 Hanson Way
fd998e62-57f5-4999-8aec-5fcc1a124a4a,"Larkin, Lakin and Mohr",Ref: 077-03-6720,PH,Aurelliana,5702,7 Lawn Court
01f71aab-7033-4e39-b17c-1cf5219b6696,"Wisoky, Renner and McClure",Ref: 836-44-8218,RU,Yëlkino,624214,4537 Summit Avenue
90d9f810-2bca-4c29-9394-333929dea4fe,"Lindgren, Wilkinson and Schimmel",Ref: 040-58-6615,ID,Caringin,,57619 Elmside Drive
cd9526a4-b945-4d15-ac43-6de5517cedb3,Ebert-Kihn,Ref: 928-77-9922,MY,Melaka,75518,08 Barby Trail
b3d2294b-c06b-40b4-a37c-e1a71e002d38,"Gulgowski, Dare and Grant",Ref: 079-16-5916,FR,Vedène,84274 CEDEX,6837 Clyde Gallagher Plaza
2460d3c4-38ed-4da5-9bbb-93f21b367f86,Marks-Sanford,Ref: 191-92-2341,ID,Ombarade,,7 Melrose Hill
712c32d6-1796-4bef-bc6b-e94ce5754c24,Kuhn Inc,Ref: 738-70-7567,AR,Puerto Esperanza,3378,64 Darwin Hill
0954966a-b9c8-48f1-8932-12102e713df2,"Graham, Zemlak and D'Amore",Ref: 617-59-3625,NA,Ongandjera,,0170 Messerschmidt Parkway
cc7e271b-b93c-480f-9f3c-17dd89b5e230,"Doyle, Ebert and Blanda",Ref: 944-92-3423,CN,Shetangpo,,144 Jenifer Trail
bd620a6d-0915-404e-9d2f-db4353424846,"Feest, Keebler and Metz",Ref: 246-61-8006,IR,Bandar-e Māhshahr,,57216 Badeau Plaza
4d1f88af-45eb-4fe3-a866-278d7a82145e,Corwin-Terry,Ref: 202-11-4851,SY,Kafr Zaytā,,88 Springview Avenue
0db71608-b005-4bc1-a8fd-af19d1f76133,Emmerich-Kunze,Ref: 103-35-0970,ID,Jalasenga,,462 Paget Way
7730aa42-9d06-4da6-9fbe-62edd70708e3,Zboncak LLC,Ref: 770-20-5673,TM,Köneürgench,,7 Blaine Lane
73713ddc-e16f-4c41-9d4f-6a17d94abf03,Kertzmann-Weissnat,Ref: 014-09-6460,SE,Stockholm,101 37,8932 Pennsylvania Park
47ab1efd-0099-4272-99a7-8b14dd2764d7,Dooley-Crist,Ref: 779-22-3257,CR,Cartago,30703,75489 Ridgeway Park
ecebeda5-97f6-48a9-a225-bd20c3bb5565,"Bogisich, Cormier and Armstrong",Ref: 050-69-5905,CN,Gaojingzhuang,,8887 Burrows Road
59857b72-93a9-4bad-a754-ae098292bca6,Gutkowski-Auer,Ref: 208-72-7400,ET,Dīla,,13 American Ash Hill
57a0802f-ed60-43b0-a340-f4eaa810b44e,"Bruen, Lemke and Kuvalis",Ref: 632-35-4652,CO,Florida,763568,85549 Almo Alley
9f57e7df-e217-4a6f-9253-5cae088d215f,"Koepp, Kub and Watsica",Ref: 224-57-6950,RU,Belyye Berega,241902,4574 Buhler Point
bc634f17-6604-49ef-b16e-44a7d828248e,"Dooley, Hirthe and Marvin",Ref: 900-90-5279,NO,Sandnes,4396,2699 Westerfield Place
b8d3d22c-7395-4d83-b0b9-b46f2e7f85df,Senger-Stark,Ref: 344-84-9232,PL,Skulsk,62-560,15 Crescent Oaks Crossing
2ebde3ca-bf45-4fcf-a9f5-1c2104c788fd,Zboncak-Kessler,Ref: 298-75-4858,CN,Shaochang,,4451 Sachtjen Alley
0d75140d-b9e9-4998-b410-40b709170bd7,Stoltenberg-Lind,Ref: 808-49-9861,ID,Kuala Bintang,,16 Montana Street
f0f1f51c-6fd8-40a8-9536-e1f86a304f11,"Pouros, McGlynn and Bernier",Ref: 195-86-1921,RU,Muslyumovo,423970,74256 Mallard Lane
3ecb5e77-0042-4c37-8990-f02fa58f0bdb,Lubowitz-Oberbrunner,Ref: 413-63-3776,SE,Eslöv,241 91,2 Jackson Court
9c9f80fd-638d-4a46-b235-01b4fdb58579,Lind LLC,Ref: 506-75-4367,PH,Sulop,8009,318 Bobwhite Way
740fc37e-da4e-4f67-8687-b13996c7a605,"Connelly, Luettgen and Lemke",Ref: 255-14-4027,FR,Saint-Louis,68309 CEDEX,134 Nova Hill
5537c7d2-4a0f-4955-ad53-db3735ced338,"Ortiz, Cassin and Johns",Ref: 818-64-2092,CN,Maoshan,,66772 Hudson Road
4cd78cc5-aadd-4b93-adbc-da604a60aa7c,"Ratke, Ruecker and Kunze",Ref: 976-83-6219,VN,Cam Lộ,,94 Clove Circle
c79528eb-2d91-475d-829b-69f59cab9e00,Anderson LLC,Ref: 036-35-6654,CM,Tibati,,77670 Talmadge Junction
a37b45f7-277e-4707-b9a5-30dbdb1eeab1,Glover-Hansen,Ref: 610-24-2795,CN,Shuangshan,,74090 Quincy Street
753cc80d-3636-440f-b5fc-08c96d7313f8,"McCullough, Stark and Beahan",Ref: 198-15-0074,PE,Pampas,,772 Thompson Terrace
24265d69-7fe1-4921-8fa0-0bb4d7a6586a,Padberg-Hilll,Ref: 764-21-8558,CZ,Dolní Libina,788 05,89 Derek Road
68f25ce2-f5d2-472d-ba35-d5ec1a4814b0,Collier-Yundt,Ref: 517-76-4357,CN,Changbai,,920 Rieder Point
7f1230e0-2648-47d0-9be8-7f2f0f3e838f,"Ryan, Beier and Leffler",Ref: 686-91-6387,PH,Causwagan,1709,10 Crownhardt Avenue
e965304e-eb88-4036-a7ed-087c16bfcabb,"Klocko, Littel and Adams",Ref: 929-07-8895,CN,Xinshui,,400 Marcy Alley
26700b2e-e127-4248-8081-b98ade0cb6e3,"Lakin, Schaefer and Kerluke",Ref: 797-83-3482,JO,As Salţ,,9004 Russell Road
d1d74c63-2726-4dbc-853d-fb0a7d81f9d0,Collins-Jacobi,Ref: 748-85-7570,JP,Kitahiroshima,349-1111,32031 Hayes Pass
fcf0a9b4-e65a-4829-aa75-9273c8090156,Crist Group,Ref: 589-75-2610,NO,Bergen,5828,3073 Northport Way
90f70bc5-f87a-4fd9-875e-0f953f0dbfad,Mayer Inc,Ref: 677-12-9621,AR,Villa Ocampo,3580,9381 Brentwood Circle
2d4928c6-16ed-406b-8c3c-f92be9bbe83c,"Green, Hickle and Hills",Ref: 123-37-1653,ID,Tegaldowo,,98177 Pawling Terrace
323e8793-5faf-42df-9fe7-b4331db5ce18,"Wuckert, Nader and Barton",Ref: 343-28-5013,US,Young America,55573,16 Dryden Point
89f8b126-a174-40d1-aa11-b0e3084e6c1e,Quigley-Rohan,Ref: 396-52-1479,CN,Minle,,2686 Morrow Place
6f597ec5-75f7-4c3d-86b2-dbac7d025f4f,Fay LLC,Ref: 416-61-3791,YE,Ash Shiḩr,,7899 Vermont Street
9a473418-32c2-4d83-872b-19a19d1ebe12,Kub-Rogahn,Ref: 031-62-7895,EG,Al Manşūrah,,5 Algoma Avenue
cb7acb90-5def-41e2-be56-94c895139760,Bruen and Sons,Ref: 814-14-6554,SR,Paramaribo,,108 Garrison Court
90ddb4ed-5485-4b52-b546-db7ac957fc89,Lind-Jakubowski,Ref: 578-94-4553,BR,Braço do Norte,88750-000,41 Basil Pass
a342af48-70a7-4c41-ad5e-6dba1b78ba98,Haag and Sons,Ref: 507-63-7395,PH,Baro,2445,96 Namekagon Avenue
e6f9693b-430b-4a64-bf7a-e9314e72dd21,"Abbott, Bode and Morar",Ref: 107-41-4479,SE,Karlskoga,691 78,06 Maryland Trail
9b92147f-de84-4643-8a72-ea0110a26811,Walker-Murphy,Ref: 703-59-3867,IL,Pardesiyya,,61 Crescent Oaks Point
c1c7d545-b706-4754-8d97-9b88e5c72e52,Jacobs and Sons,Ref: 394-58-5815,CN,Keyi,,0948 Sloan Avenue
a332dab1-6446-439b-9f76-190e74b2d349,Rogahn Inc,Ref: 016-70-6795,ID,Kolirerek,,12840 Old Shore Drive
f39758fe-418e-446e-a412-f306629a69eb,"Ratke, Connelly and Bayer",Ref: 301-50-2372,PT,Souto,4750-419,9 Scofield Avenue
834b3be7-50d0-4dd5-be63-cf1164b6b507,Dibbert-Windler,Ref: 661-28-7613,CN,Fanzhen,,6469 Northridge Circle
3371f304-5b5b-48d4-976a-f07be23bd2ff,"Greenholt, Harvey and Pfannerstill",Ref: 048-37-7116,BY,Atolina,,08 Scott Hill
47c2d9b1-99b9-457f-bba3-24824d4eed59,"Weimann, Larson and Hoppe",Ref: 417-67-4923,JP,Isahaya,859-0413,3446 Haas Circle
3cf372eb-809d-460c-a630-89583ad160d7,Haley LLC,Ref: 186-71-0082,DM,Portsmouth,,9 Ridgeview Place
1503c569-575f-4f24-bde9-e3003ecf7eaa,Schulist-Marquardt,Ref: 752-73-0449,CN,Jinbo,,58812 Armistice Lane
c82046f0-f185-44b4-92a6-07b1c594810b,Toy-Harber,Ref: 435-53-2705,IR,Borāzjān,,44 Victoria Road
baba92de-52b0-4277-a45a-0ee920b65640,Homenick-West,Ref: 086-66-0169,BR,Nerópolis,75460-000,1 Buell Park
65558f95-3705-4eef-a50a-fdb00abbeb35,"Kuhic, Windler and Lesch",Ref: 890-25-5802,PT,Santo António das Areias,7330-254,491 Bayside Hill
104c30f1-105d-49c6-aba9-4bd5b74f7cfa,Glover-Rutherford,Ref: 287-43-8743,CU,Baracoa,,5026 Atwood Drive
d0a3faf5-3944-4120-aef8-d397c2b61044,McLaughlin-Ryan,Ref: 606-69-0128,SE,Torsås,385 30,10 Drewry Avenue
db52e125-4bbc-4dac-ae8b-a7960eca5da6,"Ondricka, Gleason and Schowalter",Ref: 550-59-8155,SE,Stenungsund,444 24,11280 Norway Maple Pass
cf9297dc-8028-4647-bfd7-25e67a5a8224,"Streich, Stroman and Gleichner",Ref: 108-94-0306,RU,Krasnomayskiy,346647,8951 Dahle Court
2c8f2509-fabb-4277-b9ec-419f4c4ade6a,"Becker, Will and Jacobs",Ref: 289-93-6151,RU,Tsementnozavodskiy,460960,5 Mcguire Plaza
